model	reference_model	pruned_atom_pairs	pruned_rmsd_to_reference	all_atom_pairs	all_pair_rmsd_to_reference	source_file	comparison	hypothesis	seed	system	nt	nt_numeric	dna_type	modifier	modifier_plot	system_short	hypothesis_short	group_short	hypothesis_short_plot
2	gpa_ssDNA_30nt_seed5_model_0	468	0.718	513	2.951	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	9	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s9-m2	A-C-DNA
3	gpa_ssDNA_30nt_seed5_model_0	441	0.915	513	3.183	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	9	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s9-m3	A-C-DNA
4	gpa_ssDNA_30nt_seed5_model_0	435	0.877	513	2.542	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	9	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s9-m4	A-C-DNA
0	gpa_ssDNA_30nt_seed5_model_0	449	0.842	513	5.982	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	1	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s1-m0	A-ssDNA
1	gpa_ssDNA_30nt_seed5_model_0	433	0.855	513	6.209	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	1	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s1-m1	A-ssDNA
2	gpa_ssDNA_30nt_seed5_model_0	450	0.839	513	5.533	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	1	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s1-m2	A-ssDNA
3	gpa_ssDNA_30nt_seed5_model_0	436	0.789	513	4.103	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	1	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s1-m3	A-ssDNA
4	gpa_ssDNA_30nt_seed5_model_0	452	0.623	513	5.692	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	1	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s1-m4	A-ssDNA
0	gpa_ssDNA_30nt_seed5_model_0	456	0.86	513	5.397	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	10	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s10-m0	A-ssDNA
1	gpa_ssDNA_30nt_seed5_model_0	439	0.769	513	5.039	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	10	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s10-m1	A-ssDNA
2	gpa_ssDNA_30nt_seed5_model_0	429	0.919	513	4.949	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	10	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s10-m2	A-ssDNA
3	gpa_ssDNA_30nt_seed5_model_0	411	0.893	513	5.431	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	10	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s10-m3	A-ssDNA
4	gpa_ssDNA_30nt_seed5_model_0	420	0.883	513	5.893	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	10	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s10-m4	A-ssDNA
0	gpa_ssDNA_30nt_seed5_model_0	444	0.78	513	5.944	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	2	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s2-m0	A-ssDNA
1	gpa_ssDNA_30nt_seed5_model_0	419	0.936	513	5.99	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	2	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s2-m1	A-ssDNA
2	gpa_ssDNA_30nt_seed5_model_0	436	0.926	513	5.799	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	2	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s2-m2	A-ssDNA
3	gpa_ssDNA_30nt_seed5_model_0	415	0.986	513	5.815	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	2	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s2-m3	A-ssDNA
4	gpa_ssDNA_30nt_seed5_model_0	408	0.895	513	6.42	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	2	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s2-m4	A-ssDNA
0	gpa_ssDNA_30nt_seed5_model_0	454	0.855	513	5.248	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	3	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s3-m0	A-ssDNA
1	gpa_ssDNA_30nt_seed5_model_0	457	0.885	513	5.749	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	3	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s3-m1	A-ssDNA
2	gpa_ssDNA_30nt_seed5_model_0	460	0.586	513	3.271	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	3	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s3-m2	A-ssDNA
3	gpa_ssDNA_30nt_seed5_model_0	424	0.844	513	3.665	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	3	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s3-m3	A-ssDNA
4	gpa_ssDNA_30nt_seed5_model_0	428	0.731	513	5.581	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	3	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s3-m4	A-ssDNA
0	gpa_ssDNA_30nt_seed5_model_0	446	0.936	513	5.354	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	4	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s4-m0	A-ssDNA
1	gpa_ssDNA_30nt_seed5_model_0	384	1.056	513	5.096	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	4	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s4-m1	A-ssDNA
2	gpa_ssDNA_30nt_seed5_model_0	445	0.831	513	5.112	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	4	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s4-m2	A-ssDNA
3	gpa_ssDNA_30nt_seed5_model_0	444	0.79	513	5.717	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	4	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s4-m3	A-ssDNA
4	gpa_ssDNA_30nt_seed5_model_0	441	0.919	513	2.96	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	4	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s4-m4	A-ssDNA
1	gpa_ssDNA_30nt_seed5_model_0	396	0.817	513	5.308	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	5	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s5-m1	A-ssDNA
2	gpa_ssDNA_30nt_seed5_model_0	456	0.899	513	4.743	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	5	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s5-m2	A-ssDNA
3	gpa_ssDNA_30nt_seed5_model_0	469	0.76	513	3.253	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	5	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s5-m3	A-ssDNA
4	gpa_ssDNA_30nt_seed5_model_0	448	1	513	5.013	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	5	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s5-m4	A-ssDNA
0	gpa_ssDNA_30nt_seed5_model_0	454	0.573	513	5.142	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	6	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s6-m0	A-ssDNA
1	gpa_ssDNA_30nt_seed5_model_0	455	0.664	513	3.428	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	6	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s6-m1	A-ssDNA
2	gpa_ssDNA_30nt_seed5_model_0	424	0.884	513	5.617	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	6	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s6-m2	A-ssDNA
3	gpa_ssDNA_30nt_seed5_model_0	450	0.723	513	5.455	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	6	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s6-m3	A-ssDNA
4	gpa_ssDNA_30nt_seed5_model_0	450	0.731	513	3.922	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	6	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s6-m4	A-ssDNA
0	gpa_ssDNA_30nt_seed5_model_0	452	0.766	513	5.286	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	7	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s7-m0	A-ssDNA
1	gpa_ssDNA_30nt_seed5_model_0	435	0.831	513	5.514	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	7	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s7-m1	A-ssDNA
2	gpa_ssDNA_30nt_seed5_model_0	454	0.671	513	4.634	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	7	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s7-m2	A-ssDNA
3	gpa_ssDNA_30nt_seed5_model_0	359	0.772	513	5.808	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	7	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s7-m3	A-ssDNA
4	gpa_ssDNA_30nt_seed5_model_0	449	0.806	513	4.244	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	7	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s7-m4	A-ssDNA
0	gpa_ssDNA_30nt_seed5_model_0	424	0.921	513	4.188	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	8	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s8-m0	A-ssDNA
1	gpa_ssDNA_30nt_seed5_model_0	448	0.769	513	5.202	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	8	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s8-m1	A-ssDNA
2	gpa_ssDNA_30nt_seed5_model_0	418	0.896	513	4.285	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	8	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s8-m2	A-ssDNA
3	gpa_ssDNA_30nt_seed5_model_0	458	0.882	513	2.607	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	8	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s8-m3	A-ssDNA
4	gpa_ssDNA_30nt_seed5_model_0	418	0.816	513	4.714	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	8	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s8-m4	A-ssDNA
0	gpa_ssDNA_30nt_seed5_model_0	412	0.933	513	5.759	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	9	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s9-m0	A-ssDNA
1	gpa_ssDNA_30nt_seed5_model_0	451	0.587	513	5.077	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	9	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s9-m1	A-ssDNA
2	gpa_ssDNA_30nt_seed5_model_0	421	0.743	513	3.344	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	9	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s9-m2	A-ssDNA
3	gpa_ssDNA_30nt_seed5_model_0	454	0.923	513	3.36	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	9	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s9-m3	A-ssDNA
4	gpa_ssDNA_30nt_seed5_model_0	413	0.945	513	5.183	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt	9	gpa	30nt	30	ssDNA	NA	DNA-only	A	A-ssDNA	A-ssDNA-s9-m4	A-ssDNA
