group	n_total_A_mut_interact_DNA	a_exposed_outcome_A_mut_interact_DNA	b_exposed_no_outcome_A_mut_interact_DNA	c_unexp_outcome_A_mut_interact_DNA	d_unexp_no_outcome_A_mut_interact_DNA	odds_ratio_A_mut_interact_DNA	conf_low_A_mut_interact_DNA	conf_high_A_mut_interact_DNA	log_or_ln_A_mut_interact_DNA	log_or_log10_A_mut_interact_DNA	log_conf_low_ln_A_mut_interact_DNA	log_conf_high_ln_A_mut_interact_DNA	log_conf_low_log10_A_mut_interact_DNA	log_conf_high_log10_A_mut_interact_DNA	p_value_A_mut_interact_DNA	p_value_adj_BH_A_mut_interact_DNA	hypothesis	seed	model	system	nt	nt_numeric	dna_type	modifier	modifier_plot	system_short	hypothesis_short	group_short	hypothesis_short_plot	iptm	ptm	ranking_score	has_clash	fraction_disordered	num_recycles	pTM_A	pTM_DNA	pTM_MG	pTM_C	pTM_rep	ipTM_A	ipTM_DNA	ipTM_MG	ipTM_C	ipTM_rep	ipTM_A_DNA	ipTM_A_MG	ipTM_DNA_MG	ipTM_A_C	ipTM_C_MG	ipTM_A_rep	ipTM_C_DNA	ipTM_C_rep	ipTM_DNA_rep	ipTM_MG_rep	ipSAE_A_DNA	ipSAE_d0chn_A_DNA	ipSAE_d0dom_A_DNA	ipTM_af_ipSAE_15_A_DNA	ipTM_d0chn_ipSAE_15_A_DNA	pDockQ_ipSAE_15_A_DNA	pDockQ2_ipSAE_15_A_DNA	LIS_ipSAE_15_A_DNA	ipSAE_A_C	ipSAE_d0chn_A_C	ipSAE_d0dom_A_C	ipTM_af_ipSAE_15_A_C	ipTM_d0chn_ipSAE_15_A_C	pDockQ_ipSAE_15_A_C	pDockQ2_ipSAE_15_A_C	LIS_ipSAE_15_A_C	ipSAE_A_rep	ipSAE_d0chn_A_rep	ipSAE_d0dom_A_rep	ipTM_af_ipSAE_15_A_rep	ipTM_d0chn_ipSAE_15_A_rep	pDockQ_ipSAE_15_A_rep	pDockQ2_ipSAE_15_A_rep	LIS_ipSAE_15_A_rep	ipSAE_C_DNA	ipSAE_d0chn_C_DNA	ipSAE_d0dom_C_DNA	ipTM_af_ipSAE_15_C_DNA	ipTM_d0chn_ipSAE_15_C_DNA	pDockQ_ipSAE_15_C_DNA	pDockQ2_ipSAE_15_C_DNA	LIS_ipSAE_15_C_DNA	ipSAE_C_rep	ipSAE_d0chn_C_rep	ipSAE_d0dom_C_rep	ipTM_af_ipSAE_15_C_rep	ipTM_d0chn_ipSAE_15_C_rep	pDockQ_ipSAE_15_C_rep	pDockQ2_ipSAE_15_C_rep	LIS_ipSAE_15_C_rep	ipSAE_DNA_rep	ipSAE_d0chn_DNA_rep	ipSAE_d0dom_DNA_rep	ipTM_af_ipSAE_15_DNA_rep	ipTM_d0chn_ipSAE_15_DNA_rep	pDockQ_ipSAE_15_DNA_rep	pDockQ2_ipSAE_15_DNA_rep	LIS_ipSAE_15_DNA_rep
gpa_ssDNA_30nt_2rep_gpc_seed9_model_4	4832	226	470	919	3217	1.683003834503559	1.4063080596745714	2.0105761180823145	0.520580193580143	0.22608510545998273	0.3409678729980087	0.6984213069132246	0.14808046574932393	0.3033205196360709	1.147210515353335e-8	1.5758386199908446e-8	gpa_ssDNA_30nt_2rep_gpc	9	4	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s9-m4	A-C-DNA-Rep	0.25	0.41	0.3	0	0.03	10	0.56	0.12	NA	0.43	0.76	0.24	0.14	0.14	0.09	0.14500000000000002	0.2	0.49	0.01	0.23	0.02	0.15	0.03	0.1	0.31	0.1	0.018545	0.242052	0.018545	0.49	0.129306	0.0318	0.009	0	0.005369	0.283052	0.005369	0.23	0.144011	0.0405	0.0092	0	0	0	0	0.15	0.127937	0.0711	0.0091	0	0	0	0	0.02	0.018864	0	0	0	0	0	0	0.1	0.08789	0	0	0	0.022771	0.326347	0.035711	0.1	0.162597	0.0898	0.0132	0
gpa_ssDNA_30nt_2rep_seed10_model_0	4832	424	535	721	3152	3.4636028721241985	2.969460173343471	4.039874306588379	1.2423093398220806	0.5395280911016014	1.0883801764772776	1.396213579258464	0.47267750485696913	0.6063678530303395	9.591515440551405e-57	5.21278013073446e-56	gpa_ssDNA_30nt_2rep	10	0	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s10-m0	A-ssDNA-2rep	0.3	0.41	0.33	0	0.02	10	0.71	0.15	NA	NA	0.725	0.44	0.21	0.29	NA	0.18	0.45	0.77	0.07	NA	NA	0.41	NA	NA	0.22	0.21	0.025646	0.30571	0.218314	0.77	0.23416	0.0857	0.0134	0.018	NA	NA	NA	NA	NA	NA	NA	NA	0.134571	0.573108	0.167263	0.41	0.309185	0.1364	0.0249	0.1372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.21	0.139536	0	0	0
gpa_ssDNA_30nt_2rep_seed10_model_1	4832	385	459	760	3228	3.5614609359831264	3.0345802415141176	4.179261207998985	1.2701708359591943	0.5516281851315186	1.1100731090201594	1.430134486417665	0.4820986257566421	0.621099515830733	9.098957582176333e-55	4.212480362118673e-54	gpa_ssDNA_30nt_2rep	10	1	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s10-m1	A-ssDNA-2rep	0.28	0.42	0.33	0	0.04	10	0.69	0.14	NA	NA	0.7	0.41	0.18	0.27	NA	0.165	0.39	0.76	0.04	NA	NA	0.37	NA	NA	0.19	0.19	0.020966	0.265306	0.077255	0.76	0.192291	0.0899	0.0117	0	NA	NA	NA	NA	NA	NA	NA	NA	0.100647	0.540143	0.143004	0.37	0.275458	0.225	0.0132	0.0979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.19	0.122853	0.0191	0.0085	0
gpa_ssDNA_30nt_2rep_seed10_model_2	4832	221	368	924	3319	2.156766243546639	1.7888143871256568	2.5964448388383503	0.7686099904387775	0.3338030775832722	0.581553046838549	0.954143139646896	0.2525652791760052	0.4143791004944908	8.623143251894094e-16	1.89104018681888e-15	gpa_ssDNA_30nt_2rep	10	2	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s10-m2	A-ssDNA-2rep	0.28	0.41	0.32	0	0.02	10	0.69	0.13	NA	NA	0.73	0.4	0.16	0.27	NA	0.18	0.28	0.77	0.03	NA	NA	0.38	NA	NA	0.22	0.19	0.020858	0.264374	0.074116	0.77	0.153426	0.0754	0.0128	0	NA	NA	NA	NA	NA	NA	NA	NA	0.116458	0.558169	0.151613	0.38	0.28438600000000003	0.1127	0.0259	0.1136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.19	0.135467	0.0525	0.0112	0
gpa_ssDNA_30nt_2rep_seed10_model_3	4832	138	246	1007	3441	1.9166877376421163	1.526278296542342	2.3997579538160934	0.6505985596331292	0.28255136438287176	0.42283228618399776	0.8753678796913091	0.1836337286602468	0.38016743978528517	2.0054902799776425e-8	2.7248509238826664e-8	gpa_ssDNA_30nt_2rep	10	3	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s10-m3	A-ssDNA-2rep	0.27	0.42	0.32	0	0.03	10	0.69	0.1	NA	NA	0.73	0.34	0.11	0.25	NA	0.165	0.15	0.73	0.01	NA	NA	0.36	NA	NA	0.21	0.18	0	0	0	0.73	0.097446	0.0313	0.0094	0	NA	NA	NA	NA	NA	NA	NA	NA	0.081417	0.511224	0.120693	0.36	0.263361	0.1441	0.0131	0.0725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.18	0.128391	0.0666	0.0109	0
gpa_ssDNA_30nt_2rep_seed10_model_4	4832	156	357	989	3330	1.471183141058861	1.1950016120814966	1.8053623026260892	0.38606693492941546	0.16766673948514693	0.17814753440473693	0.5907612933194475	0.07736849115664696	0.25656436981066444	2.2729399894720856e-4	2.559617105261358e-4	gpa_ssDNA_30nt_2rep	10	4	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s10-m4	A-ssDNA-2rep	0.22	0.4	0.27	0	0.03	10	0.68	0.12	NA	NA	0.72	0.32	0.15	0.23	NA	0.14	0.24	0.7	0.03	NA	NA	0.18	NA	NA	0.23	0.1	0.01867	0.243313	0.01867	0.7	0.134758	0.0673	0.011	0	NA	NA	NA	NA	NA	NA	NA	NA	0.006502	0.452771	0.055598	0.18	0.151512	0.1272	0.0101	0.0135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01867	0.284652	0.01867	0.1	0.143574	0.0696	0.0112	0
gpa_ssDNA_30nt_2rep_seed1_model_0	4832	0	1	1145	3686	0	0	125.33941843145408	-Inf	-Inf	-Inf	4.831025404858001	-Inf	2.098087675264253	1	1	gpa_ssDNA_30nt_2rep	1	0	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s1-m0	A-ssDNA-2rep	0.28	0.45	0.34	0	0.04	10	0.54	0.11	NA	NA	0.755	0.19	0.2	0.18	NA	0.265	0.12	0.1	0.03	NA	NA	0.32	NA	NA	0.35	0.48	0	0	0	0.1	0.080925	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0.264658	0.749283	0.348736	0.32	0.279513	0.1926	0.0218	0.3226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.024081	0.340132	0.219788	0.48	0.187981	0.0829	0.0159	0.0157
gpa_ssDNA_30nt_2rep_seed1_model_1	4832	264	219	881	3468	4.743313279623647	3.890315801201069	5.787274694092185	1.5567358956573876	0.6760818092647198	1.3584903371632457	1.7556614889080795	0.5899848571488857	0.7624740967228261	1.456970764629916e-54	6.622594384681438e-54	gpa_ssDNA_30nt_2rep	1	1	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s1-m1	A-ssDNA-2rep	0.26	0.44	0.32	0	0.04	10	0.55	0.11	NA	NA	0.78	0.33	0.16	0.23	NA	0.175	0.17	0.68	0.01	NA	NA	0.32	NA	NA	0.33	0.12	0	0	0	0.68	0.100489	0.0312	0.0087	0	NA	NA	NA	NA	NA	NA	NA	NA	0.229663	0.704337	0.311503	0.32	0.271278	0.2037	0.0173	0.2818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.024961	0.348721	0.024961	0.12	0.170266	0.1282	0.0141	0
gpa_ssDNA_30nt_2rep_seed1_model_2	4832	137	285	1008	3402	1.6221885920294798	1.2975107277875892	2.021112454517262	0.48377622022245087	0.21010134291862276	0.26044760406811135	0.7036480798805262	0.11311095727170367	0.3055904782939311	1.9382798679620048e-5	2.2749763708474236e-5	gpa_ssDNA_30nt_2rep	1	2	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s1-m2	A-ssDNA-2rep	0.26	0.43	0.31	0	0.03	10	0.57	0.12	NA	NA	0.765	0.35	0.17	0.23	NA	0.18	0.22	0.69	0.02	NA	NA	0.34	NA	NA	0.29	0.13	0	0	0	0.69	0.125471	0.0493	0.0101	0	NA	NA	NA	NA	NA	NA	NA	NA	0.277645	0.761442	0.390674	0.34	0.291331	0.201	0.0194	0.342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021791	0.31784	0.021791	0.13	0.150345	0.0739	0.0137	0
gpa_ssDNA_30nt_2rep_seed1_model_3	4832	107	226	1038	3461	1.578462282329113	1.22912643593106	2.017460315731694	0.45645113410205496	0.1982342087990037	0.2063037023722024	0.7018394509470441	0.08959655953645831	0.3048050007283093	2.952811659909589e-4	3.3103269729928123e-4	gpa_ssDNA_30nt_2rep	1	3	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s1-m3	A-ssDNA-2rep	0.26	0.44	0.31	0	0.03	10	0.55	0.12	NA	NA	0.765	0.36	0.16	0.22	NA	0.18	0.22	0.67	0.01	NA	NA	0.32	NA	NA	0.3	0.12	0	0	0	0.67	0.1222	0.0323	0.01	0	NA	NA	NA	NA	NA	NA	NA	NA	0.244493	0.713484	0.31348	0.32	0.27515	0.1782	0.0239	0.2972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023026	0.329868	0.100279	0.12	0.164609	0.0642	0.0128	0.0333
gpa_ssDNA_30nt_2rep_seed1_model_4	4832	81	79	1064	3608	3.4755555463605257	2.4976339575943167	4.838350992778888	1.245754335695262	0.5410242337995035	0.9153438667765776	1.5765739587044518	0.39752879038505295	0.6846973705777086	7.244076427322146e-14	1.3930916206388744e-13	gpa_ssDNA_30nt_2rep	1	4	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s1-m4	A-ssDNA-2rep	0.25	0.44	0.31	0	0.03	10	0.55	0.11	NA	NA	0.765	0.33	0.18	0.23	NA	0.19	0.16	0.71	0.01	NA	NA	0.32	NA	NA	0.28	0.12	0	0	0	0.71	0.101043	0.0188	0.0094	0	NA	NA	NA	NA	NA	NA	NA	NA	0.24972	0.711136	0.314494	0.32	0.273724	0.1938	0.018	0.3059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026042	0.357011	0.195085	0.12	0.155888	0.0619	0.0169	0.0181
gpa_ssDNA_30nt_2rep_seed2_model_0	4832	122	323	1023	3364	1.2420087332418672	0.9883921285844997	1.55324668913997	0.21673001508227177	0.09412464961303917	-0.011675768694921712	0.4403473783900849	-0.005070721916183231	0.19124043655537712	0.0537538749021272	0.05622790261728786	gpa_ssDNA_30nt_2rep	2	0	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s2-m0	A-ssDNA-2rep	0.31	0.44	0.35	0	0.03	10	0.55	0.11	NA	NA	0.755	0.4	0.18	0.27	NA	0.2	0.24	0.77	0.02	NA	NA	0.43	NA	NA	0.35	0.2	0	0	0	0.77	0.137633	0.037	0.0097	0	NA	NA	NA	NA	NA	NA	NA	NA	0.326275	0.779165	0.423988	0.43	0.357257	0.2106	0.0769	0.3814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03624	0.43265	0.374586	0.2	0.227355	0.0681	0.0208	0.0663
gpa_ssDNA_30nt_2rep_seed2_model_1	4832	117	314	1028	3373	1.2225630046477995	0.9688901842699571	1.534720974691998	0.20094947858308873	0.08727124968997113	-0.03160400244035172	0.4283485890710495	-0.013725443865901656	0.18602942856460036	0.08505215503267408	0.08859599482570217	gpa_ssDNA_30nt_2rep	2	1	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s2-m1	A-ssDNA-2rep	0.3	0.43	0.34	0	0.03	10	0.53	0.11	NA	NA	0.75	0.41	0.19	0.27	NA	0.21000000000000002	0.24	0.77	0.02	NA	NA	0.41	NA	NA	0.37	0.2	0	0	0	0.77	0.138871	0.0283	0.0095	0	NA	NA	NA	NA	NA	NA	NA	NA	0.277002	0.766853	0.391282	0.41	0.338307	0.1965	0.0165	0.3417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.027163	0.366427	0.272946	0.2	0.193841	0.0735	0.0162	0.0197
gpa_ssDNA_30nt_2rep_seed2_model_2	4832	101	237	1044	3450	1.4081806724479728	1.0929187160303475	1.8044454608177507	0.3422985680037169	0.14865837924739922	0.08885183866168786	0.5902533206582227	0.03858786323772905	0.25634376008693677	0.006512539961009523	0.007078847783706003	gpa_ssDNA_30nt_2rep	2	2	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s2-m2	A-ssDNA-2rep	0.29	0.43	0.34	0	0.04	10	0.55	0.11	NA	NA	0.755	0.36	0.14	0.26	NA	0.19	0.15	0.75	0.01	NA	NA	0.39	NA	NA	0.3	0.18	0	0	0	0.75	0.098824	0.0298	0.0088	0	NA	NA	NA	NA	NA	NA	NA	NA	0.218922	0.703527	0.32809	0.39	0.313868	0.2106	0.0181	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.028358	0.378551	0.260616	0.18	0.185278	0.0602	0.0162	0.0292
gpa_ssDNA_30nt_2rep_seed2_model_3	4832	63	82	1082	3605	2.559192362417213	1.7997856809860078	3.624931396658212	0.9396917252853283	0.40810293098156447	0.5876675916943014	1.2878353630677533	0.25522079226620836	0.5592997917801962	1.4000216158096014e-7	1.8041515667649504e-7	gpa_ssDNA_30nt_2rep	2	3	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s2-m3	A-ssDNA-2rep	0.29	0.44	0.33	0	0.03	10	0.53	0.11	NA	NA	0.755	0.36	0.16	0.26	NA	0.19	0.16	0.77	0	NA	NA	0.38	NA	NA	0.39	0.16	0	0	0	0.77	0.09965	0.0211	0.0086	0	NA	NA	NA	NA	NA	NA	NA	NA	0.300036	0.75287	0.380658	0.38	0.319405	0.172	0.0167	0.3607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.048449	0.382424	0.297041	0.16	0.209883	0.0991	0.0166	0.06
gpa_ssDNA_30nt_2rep_seed2_model_4	4832	141	298	1004	3389	1.5969609202048176	1.2816967192109003	1.9829206104778154	0.4681023981788076	0.20329428849473494	0.24818476203350504	0.68457081367714	0.10778527264362292	0.29730532685200106	2.7257275904993405e-5	3.18426120385437e-5	gpa_ssDNA_30nt_2rep	2	4	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s2-m4	A-ssDNA-2rep	0.24	0.42	0.3	0	0.03	10	0.57	0.11	NA	NA	0.745	0.35	0.16	0.24	NA	0.15000000000000002	0.25	0.77	0.02	NA	NA	0.22	NA	NA	0.29	0.1	0.019949	0.255955	0.019949	0.77	0.144614	0.0524	0.0108	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.22	0.153195	0.1084	0.0093	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025502	0.351686	0.248642	0.1	0.190052	0.0742	0.0154	0.0209
gpa_ssDNA_30nt_2rep_seed3_model_0	4832	15	154	1130	3533	0.3045726179471187	0.16571514430476197	0.520974706349554	-1.188845737679682	-0.5163091437084867	-1.7974849628010365	-0.6520537866806845	-0.780637800648562	-0.28318336145954137	7.237468482066078e-7	9.046835602582598e-7	gpa_ssDNA_30nt_2rep	3	0	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s3-m0	A-ssDNA-2rep	0.26	0.41	0.31	0	0.05	10	0.5	0.09	NA	NA	0.735	0.3	0.14	0.22	NA	0.18	0.11	0.63	0	NA	NA	0.31	NA	NA	0.31	0.12	0	0	0	0.63	0.080332	0.0201	0.0081	0	NA	NA	NA	NA	NA	NA	NA	NA	0.243978	0.709332	0.292303	0.31	0.27225	0.2554	0.0191	0.2999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026171	0.359835	0.075058	0.12	0.169182	0.1221	0.0133	0.0333
gpa_ssDNA_30nt_2rep_seed3_model_1	4832	348	325	797	3362	4.51504865336877	3.7964437240153006	5.371128251526932	1.5074159627508157	0.6546624345555571	1.3340647664387542	1.6810379891574925	0.5793769665659013	0.7300655225608375	4.4525536755446705e-66	4.45255367554467e-65	gpa_ssDNA_30nt_2rep	3	1	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s3-m1	A-ssDNA-2rep	0.26	0.4	0.31	0	0.04	10	0.47	0.09	NA	NA	0.72	0.33	0.15	0.23	NA	0.185	0.14	0.66	0.01	NA	NA	0.31	NA	NA	0.31	0.12	0	0	0	0.66	0.086581	0.0325	0.0086	0	NA	NA	NA	NA	NA	NA	NA	NA	0.219957	0.70259	0.274901	0.31	0.265039	0.2779	0.0129	0.2599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023832	0.338027	0.075278	0.12	0.171116	0.0884	0.0136	0.0167
gpa_ssDNA_30nt_2rep_seed3_model_2	4832	187	364	958	3323	1.7816733497329662	1.4642826138771206	2.1632418707741783	0.5775530068213023	0.25082808386912275	0.38136543917465193	0.7716079626213893	0.16562490582216155	0.33510508035907993	7.439245319392825e-9	1.0390007429319589e-8	gpa_ssDNA_30nt_2rep	3	2	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s3-m2	A-ssDNA-2rep	0.26	0.41	0.31	0	0.04	10	0.5	0.1	NA	NA	0.705	0.31	0.15	0.22	NA	0.175	0.16	0.64	0.01	NA	NA	0.31	NA	NA	0.32	0.12	0	0	0	0.64	0.093424	0.0406	0.0089	0	NA	NA	NA	NA	NA	NA	NA	NA	0.217264	0.692144	0.275476	0.31	0.266065	0.2023	0.013	0.2665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.024576	0.345111	0.143101	0.12	0.174648	0.0692	0.012	0.0333
gpa_ssDNA_30nt_2rep_seed3_model_3	4832	396	445	749	3242	3.8504932869386574	3.2807320593862594	4.519326408236306	1.3482012665697702	0.5855163705662262	1.1880665863304034	1.508362958012371	0.5159707625769275	0.655073709372039	1.5231292502016957e-61	1.2283300404852384e-60	gpa_ssDNA_30nt_2rep	3	3	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s3-m3	A-ssDNA-2rep	0.25	0.4	0.3	0	0.04	10	0.5	0.09	NA	NA	0.73	0.34	0.12	0.23	NA	0.15	0.23	0.68	0.02	NA	NA	0.32	NA	NA	0.11	0.14	0	0	0	0.68	0.120128	0.0502	0.0094	0	NA	NA	NA	NA	NA	NA	NA	NA	0.235481	0.71721	0.29847	0.32	0.271816	0.1418	0.0263	0.285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.14	0.091205	0.0237	0.0088	0
gpa_ssDNA_30nt_2rep_seed3_model_4	4832	62	48	1083	3639	4.338699182357905	2.909219442278101	6.50378870897798	1.4675745756177256	0.6373595399722848	1.0678848123084008	1.8723848853983187	0.4637764812938282	0.8131664237275423	9.789404113664407e-14	1.8682068919206885e-13	gpa_ssDNA_30nt_2rep	3	4	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s3-m4	A-ssDNA-2rep	0.22	0.4	0.28	0	0.06	10	0.49	0.09	NA	NA	0.72	0.28	0.13	0.21	NA	0.16	0.11	0.63	0	NA	NA	0.21	NA	NA	0.23	0.1	0	0	0	0.63	0.082407	0.0207	0.0082	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.21	0.154045	0.2106	0.009	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.140946	0.0855	0.0109	0
gpa_ssDNA_30nt_2rep_seed4_model_0	4832	36	76	1109	3611	1.5422031316017233	1.0014195246024475	2.336712577305171	0.4332119990214073	0.1881415806692741	0.001418518029856172	0.8487450601048453	6.160545528468077e-4	0.3686052961461781	0.04225041811217287	0.04456795159511907	gpa_ssDNA_30nt_2rep	4	0	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s4-m0	A-ssDNA-2rep	0.3	0.42	0.34	0	0.02	10	0.67	0.13	NA	NA	0.755	0.31	0.19	0.24	NA	0.20500000000000002	0.11	0.69	0.01	NA	NA	0.3	NA	NA	0.44	0.13	0	0	0	0.69	0.079372	0.0202	0.0082	0	NA	NA	NA	NA	NA	NA	NA	NA	0.022046	0.420941	0.063327	0.3	0.214527	0.2245	0.0106	0.0366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.127485	0.405983	0.326529	0.13	0.239767	0.0862	0.0167	0.0643
gpa_ssDNA_30nt_2rep_seed4_model_1	4832	120	255	1025	3432	1.5755035595002211	1.2434016078471861	1.9879472511130147	0.4545749414955478	0.19741938870300996	0.21785085595760917	0.6871025742369941	0.0946114246202898	0.298404856492646	1.4085729682348076e-4	1.600651100266827e-4	gpa_ssDNA_30nt_2rep	4	1	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s4-m1	A-ssDNA-2rep	0.25	0.42	0.3	0	0.03	10	0.66	0.13	NA	NA	0.75	0.34	0.15	0.24	NA	0.16999999999999998	0.21	0.71	0.01	NA	NA	0.29	NA	NA	0.28	0.14	0.017934	0.235851	0.017934	0.71	0.121105	0.0514	0.0096	0	NA	NA	NA	NA	NA	NA	NA	NA	0.018555	0.417265	0.054398	0.29	0.206457	0.1377	0.0125	0.0232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.027875	0.371296	0.255094	0.14	0.168946	0.0566	0.0184	0.0255
gpa_ssDNA_30nt_2rep_seed4_model_2	4832	109	328	1036	3359	1.0774549312543054	0.8498822701930269	1.358016391222194	0.07460171497881049	0.03239911315581657	-0.16265744474583146	0.30602509918309706	-0.07064123069359769	0.1329050118991144	0.5168250707483029	0.529533883963425	gpa_ssDNA_30nt_2rep	4	2	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s4-m2	A-ssDNA-2rep	0.25	0.41	0.29	0	0.03	10	0.68	0.12	NA	NA	0.735	0.31	0.17	0.24	NA	0.15500000000000003	0.2	0.72	0.01	NA	NA	0.15	NA	NA	0.28	0.11	0	0	0	0.72	0.119978	0.0384	0.0092	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.15	0.130547	0.221	0.0091	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021858	0.318234	0.077478	0.11	0.155413	0.09	0.0131	0
